text,intent,cluster_kmeans,cluster_dbscan,x,y,label_kmeans,label_dbscan
i have problems setting the new delivery address up,set_up_shipping_address,5,4,2.951213,-3.6199841,"address, delivery, shipping","address, delivery, shipping"
can youhelp me recover the pin code of my user account?,recover_password,21,55,17.322994,15.552006,"pin, user, code","pin, user, code"
i need assistance to enter another shipping address,set_up_shipping_address,5,4,3.544061,-2.237322,"address, delivery, shipping","address, delivery, shipping"
can you help me to change to the standard account?,switch_account,4,1,11.501116,4.310675,"account, need, help","account, standard, change"
i want help canceling purchase,cancel_order,1,35,5.950652,10.760305,"order, purchase, help","purchase, cancel, order"
ineed help to restore the access key of my account,recover_password,13,39,18.78543,9.852312,"user, key, account","user, key, account"
i want help checking the withdrawal penalty,check_cancellation_fee,8,56,20.787104,1.1819683,"termination, early, check","withdrawal, penalties, penalty"
how do i see how long it takes for my damn parcel to arrive?,delivery_period,0,3,-12.444999,1.0231223,"arrive, soon, expect","arrive, check, help"
i don't know what i need to do to modify my delivery address,change_shipping_address,5,4,4.0374246,-3.853301,"address, delivery, shipping","address, delivery, shipping"
can i restore my password?,recover_password,13,39,18.149626,10.596122,"user, key, account","user, key, account"
i have got to locate my bill #00108 how can i do it,check_invoice,6,37,-1.0811467,17.579117,"help, look, know","help, look, know"
show me bill #12588,check_invoice,6,37,-0.9201981,17.872066,"help, look, know","help, look, know"
i need to see if there is anything new on the compensation,track_refund,2,53,-10.753219,12.484054,"help, money, refund","compensation, status, current"
change to the account,switch_account,4,1,12.157321,4.8797646,"account, need, help","account, standard, change"
where do i se what hours i can reach customer assistance?,contact_customer_service,14,21,-14.183206,6.353674,"customer, hours, help","customer, hours, help"
enter my goddamn new delivery address,set_up_shipping_address,5,4,3.1812558,-3.591878,"address, delivery, shipping","address, delivery, shipping"
new pro acount for wife,create_account,4,16,9.312958,5.242422,"account, need, help","account, premium, daughter"
i have got to earn some of your article,place_order,1,32,9.74738,14.848044,"order, purchase, help","article, articles, order"
"i do not have a freemium account, i try to register",create_account,4,51,7.3652315,5.5885577,"account, need, help","freemium, account, info"
i want support trying to edit my shipping address,change_shipping_address,5,4,4.6039696,-2.8768277,"address, delivery, shipping","address, delivery, shipping"
there is an issue setting up the secondary delivery address,set_up_shipping_address,5,17,2.0406578,-1.393555,"address, delivery, shipping","address, secondary, delivery"
"the secondary delivery address is not valid, how to do it?",set_up_shipping_address,5,17,2.0463424,-1.4001393,"address, delivery, shipping","address, secondary, delivery"
i dont know how i can buy an item,place_order,1,10,5.2730155,14.784194,"order, purchase, help","item, help, product"
i need supports trying to modify the address,change_shipping_address,5,29,7.0594645,-3.1810422,"address, delivery, shipping","address, trying, help"
help me checking my bill from,check_invoice,6,37,-0.9392304,17.317507,"help, look, know","help, look, know"
i need assistamce to inform of a payment issue,payment_issue,7,18,0.6365747,24.166351,"payment, online, payments","payment, online, payments"
i no lomger need my damn gold account can uhelp me delete it,delete_account,4,22,7.73432,6.8195934,"account, need, help","gold, account, information"
i dont know how to inform of sign-up problems,registration_problems,15,8,14.754969,2.655914,"sign, signup, inform","sign, signup, notify"
i do not know how i can create a account for my daughter,create_account,4,16,8.881723,5.586721,"account, need, help","account, premium, daughter"
i don't know how to see when my item is going to arrive,delivery_period,0,3,-11.839128,0.9216163,"arrive, soon, expect","arrive, check, help"
"i have got to switch to the standard account , help me",switch_account,4,1,11.583255,4.33999,"account, need, help","account, standard, change"
i have got to receive compensations,get_refund,2,12,-10.194152,12.590045,"help, money, refund","money, restitution, help"
how to receive restitutions of money?,get_refund,2,12,-9.579474,12.7895775,"help, money, refund","money, restitution, help"
i have to see the early termination fee,check_cancellation_fee,8,15,23.310743,6.7339683,"termination, early, check","termination, check, fee"
looking for invoice from,check_invoice,17,9,2.2442415,18.979647,"invoice, invoices, know","invoice, invoices, download"
i dont know how i can check the cancellation penalty,check_cancellation_fee,19,43,1.4200124,11.640452,"cancellation, need, charges","cancellation, penalty, penalties"
get bill #85632,get_invoice,6,37,-0.99028593,17.65416,"help, look, know","help, look, know"
editdata on pro account,edit_account,4,1,10.65004,5.255718,"account, need, help","account, standard, change"
what do i need to do to write an opinion for a product?,review,9,20,-5.117778,-1.0316553,"feedback, leave, help","feedback, leave, help"
help seeing the withdrawal fee,check_cancellation_fee,8,25,21.06523,2.2165923,"termination, early, check","withdrawal, charge, help"
help me lodge a consumer complaint against your busness,complaint,12,24,0.1607728,5.9221945,"claim, complaint, help","claim, complaint, help"
what do i have to doto download the invoice #85632?,get_invoice,17,9,2.1644192,17.721355,"invoice, invoices, know","invoice, invoices, download"
how long until i receiver my reimbursement of money,get_refund,2,48,-8.833543,12.297133,"help, money, refund","long, reimbursements, check"
what do i need to do to contact customer assistance?,contact_customer_service,3,11,-4.8855405,4.0886874,"customer, talk, assistance","customer, assistance, talk"
"i need to download my invoice #12588, can you help me?",get_invoice,17,9,2.1835377,17.740812,"invoice, invoices, know","invoice, invoices, download"
i want assistance to obtain rebates,get_refund,2,31,-11.723433,10.716219,"help, money, refund","rebate, money, rebates"
i dont know what to do to change to the account,switch_account,4,1,12.241347,4.8695903,"account, need, help","account, standard, change"
wanna file a consumer claim againstur company,complaint,12,24,-0.6959459,7.006654,"claim, complaint, help","claim, complaint, help"
i nerd to report a trouble with online payment,payment_issue,7,18,2.2295876,24.564323,"payment, online, payments","payment, online, payments"
can you help me create a account?,create_account,4,1,12.208729,3.0610464,"account, need, help","account, standard, change"
i have troubles changing the fucking address,change_shipping_address,5,29,7.216738,-3.0195112,"address, delivery, shipping","address, trying, help"
i have to change my personal data can ya help me,edit_account,4,1,11.575266,5.6351147,"account, need, help","account, standard, change"
i dont know what i have to do to shop an article,place_order,1,32,9.600456,14.76623,"order, purchase, help","article, articles, order"
i have got to modify my personal info,edit_account,4,1,11.633786,5.694826,"account, need, help","account, standard, change"
i do not know what i need to do to obtain a reimbursement,get_refund,2,12,-8.974738,12.935633,"help, money, refund","money, restitution, help"
i want help to create a fucking account for my mom,create_account,4,16,8.884209,5.585314,"account, need, help","account, premium, daughter"
i have got to make an consumer claim against ur business,complaint,12,24,-0.7254058,6.989445,"claim, complaint, help","claim, complaint, help"
what do i need to do to see what delivery options you offer?,delivery_options,16,45,3.7160826,-6.634487,"options, methods, delivery","delivery, options, help"
i'm trying to make a consumer clain,complaint,12,24,-1.5624304,7.064111,"claim, complaint, help","claim, complaint, help"
how to see order damn status,track_order,1,61,8.442677,19.383368,"order, purchase, help","order, status, current"
help me check what hours i can reach customer support,contact_customer_service,14,21,-14.287426,6.4753733,"customer, hours, help","customer, hours, help"
i want help talking with a person,contact_human_agent,3,11,-5.269778,5.1478004,"customer, talk, assistance","customer, assistance, talk"
show me estimated time of arrival of order,track_order,0,3,-12.465744,0.61315054,"arrive, soon, expect","arrive, check, help"
wanna know about unsubscribimg from ur newsletter,newsletter_subscription,10,44,-2.6156726,-8.306423,"newsletter, help, corporate","newsletter, unsubscribe, help"
i want help to download invoice #85632,get_invoice,17,9,2.2251587,17.789284,"invoice, invoices, know","invoice, invoices, download"
update info on freemium account,edit_account,4,51,7.196268,5.451819,"account, need, help","freemium, account, info"
want assistance updating my account,edit_account,4,1,11.684799,5.2641573,"account, need, help","account, standard, change"
i am trying to obtain a reimbursement,get_refund,2,12,-9.012632,12.9116125,"help, money, refund","money, restitution, help"
i need assistance setting up a different shipping address,set_up_shipping_address,5,4,3.874864,-1.92653,"address, delivery, shipping","address, delivery, shipping"
